Nombre Entidad,Nit Entidad,Departamento,Ciudad,Localización,Orden,Sector,Rama,Entidad Centralizada,Proceso de Compra,ID Contrato,Referencia del Contrato,Estado Contrato,Codigo de Categoria Principal,Descripcion del Proceso,Tipo de Contrato,Modalidad de Contratacion,Justificacion Modalidad de Contratacion,Fecha de Firma,Fecha de Inicio del Contrato,Fecha de Fin del Contrato,Fecha de Inicio de Ejecucion,Fecha de Fin de Ejecucion,Condiciones de Entrega,TipoDocProveedor,Documento Proveedor,Proveedor Adjudicado,Es Grupo,Es Pyme,Habilita Pago Adelantado,Liquidación,Obligación Ambiental,Obligaciones Postconsumo,Reversion,Valor del Contrato,Valor de pago adelantado,Valor Facturado,Valor Pendiente de Pago,Valor Pagado,Valor Amortizado,Valor Pendiente de Amortizacion,Valor Pendiente de Ejecucion,Estado BPIN,Código BPIN,Anno BPIN,Saldo CDP,Saldo Vigencia,EsPostConflicto,URLProceso,Destino Gasto,Origen de los Recursos,Dias Adicionados,Puntos del Acuerdo,Pilares del Acuerdo,Nombre Representante Legal,Nacionalidad Representante Legal,Tipo de Identificación Representante Legal,Identificación Representante Legal,Género Representante Legal,Presupuesto General de la Nacion – PGN,Sistema General de Participaciones,Sistema General de Regalías,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Recursos de Credito,Recursos Propios,Ultima Actualizacion,Codigo Entidad,Fecha Inicio Liquidacion,Fecha Fin Liquidacion,Codigo Proveedor,Objeto del Contrato
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4350617,CO1.PCCNTR.4911320,PS-1969 DE 2023,Activo,V1.80111600,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,1040750717,MARIA CAMILA VALENCIA MONTOYA,No,No,No,No,No,No,No,"24,341,676",0,0,"24,341,676",0,0,0,"24,341,676",Válido,No Definido,N/D,"2,887,360,796",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354022&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,MARIA CAMILA VALENCIA MONTOYA,COLOMBIANA,Cédula de Ciudadanía,1040750717,Mujer,0,0,0,"24,341,676",0,0,04/28/2023 12:00:00 AM,712721034,,,714736279,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de 2023 celebrado entre el DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN  SECRETARÍA DE CULTURA CIUDADANA y la Institución Universitaria Pascual Bravo
MUNICIPIO DE LA PLATA,"891,180,155",Huila,La Plata,"Colombia,  Huila ,  La Plata",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4341529,CO1.PCCNTR.4905784,CONVENIO DE ASOCIACIÓN N° 05 DE 2023,Activo,V1.80141607,AUNAR ESFUERZOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE LA PLATA  HUILA Y LA CÁMARA DE COMERCIO DEL HUILA SEDE LA PLATA PARA APOYAR LA  FERIA EXPO OCCIDENTE 2023,DecreeLaw092/2017,Contratación régimen especial,Decree092/2017,04/28/2023,,07/03/2023,,,A convenir,No Definido,891180000,CAMARA DE COMERCIO DEL HUILA,No,No,No,Si,No,No,No,"21,508,424",0,0,"21,508,424",0,0,0,"21,508,424",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347460&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,"15,000,000",0,"6,508,424",04/28/2023 12:00:00 AM,705153815,2023-07-03 17:00:00,2023-11-03 04:59:00,702105149,AUNAR ESFUERZOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE LA PLATA  HUILA Y LA CÁMARA DE COMERCIO DEL HUILA SEDE LA PLATA PARA APOYAR LA FERIA EXPO OCCIDENTE 2023
HOSPITAL SAN JUAN DE DIOS DE HONDA ESE,"890,700,666",Tolima,Honda,"Colombia,  Tolima ,  Honda",Territorial,Salud y Protección Social,Corporación Autónoma,Descentralizada,CO1.BDOS.4349909,CO1.PCCNTR.4910635,000369-2023,Activo,V1.85122001,EJECUTAR LOS PROCESOS Y SUBPROCESOS DE ODONTOLOGIA REQUERIDOS PARA LA ATENCIÓN INTEGRAL DE LOS PACIENTES DEL HOSPITAL SAN JUAN DE DIOS DE HONDA ESE,Prestación de servicios,Contratación régimen especial,Regla aplicable,04/28/2023,,06/30/2023,,,A convenir,Cédula de Ciudadanía,1018428447,ERIKA MARCELA MORENO OLMOS,No,No,No,Si,No,No,No,"6,600,000",0,0,"6,600,000",0,0,0,"6,600,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352978&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,ERIKA MARCELA MORENO OLMOS,colombiana,Cédula de Ciudadanía,1018428447,Mujer,0,"6,600,000",0,0,0,0,04/28/2023 12:00:00 AM,703294033,2023-07-01 17:00:00,2023-10-31 17:00:00,721730638,EJECUTAR LOS PROCESOS Y SUBPROCESOS DE ODONTOLOGIA REQUERIDOS PARA LA ATENCIÓN INTEGRAL DE LOS PACIENTES DEL HOSPITAL SAN JUAN DE DIOS DE HONDA ESE
ALCALDIA MUNICIPIO DE VILLAVICENCIO,"892,099,324",Meta,Villavicencio,"Colombia,  Meta ,  Villavicencio",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4344396,CO1.PCCNTR.4906671,CONTRATO-1713-2023,Activo,V1.80111701,PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN PARA EL FORTALECIMIENTO DEL SISTEMA DE IDENTIFICACIÓN DE POTENCIALES BENEFICIARIOS DE PROGRAMAS SOCIALES SISBEN EN EL MUNICIPIO DE VILLAVICENCIO META,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/27/2023,,,A convenir,Cédula de Ciudadanía,1121910478,CESAR ANDRES MEJIA PAVON,No,No,No,No,No,No,No,"12,000,000",0,0,"12,000,000",0,0,0,"12,000,000",Válido,No Definido,N/D,"12,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4348383&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,CESAR ANDRES MEJIA PAVON,COLOMBIANA,Cédula de Ciudadanía,1121910478,Hombre,0,0,0,"12,000,000",0,0,04/28/2023 12:00:00 AM,703915215,,,719761611,PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN PARA EL FORTALECIMIENTO DEL SISTEMA DE IDENTIFICACIÓN DE POTENCIALES BENEFICIARIOS DE PROGRAMAS SOCIALES SISBEN EN EL MUNICIPIO DE VILLAVICENCIO META
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4350243,CO1.PCCNTR.4910960,PS-1945 DE 2023,Activo,V1.80111600,Prestación de servicios de apoyo a la gestión como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 46000,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,1035874568,Alejandro Calle Zapata,No,No,No,No,No,No,No,"9,362,188",0,0,"9,362,188",0,0,0,"9,362,188",Válido,No Definido,N/D,"2,887,360,796",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353732&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Alejandro Calle Zapata,Colombiano,Cédula de Ciudadanía,1035874568,Hombre,0,0,0,"9,362,188",0,0,04/28/2023 12:00:00 AM,712721034,,,713849305,Prestación de servicios de apoyo a la gestión como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de 2023 celebrado entre el DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN  SECRETARÍA DE CULTURA CIUDADANA y la Institución Universitaria Pascual Bravo
AGENCIA PARA LA GESTIÓN DEL PAISAJE EL PATRIMONIO Y LAS ALIANZAS PÚBLICO PRIVADAS  APP,"900,623,766",No Definido,No Definido,Colombia,Territorial,Ciencia Tecnología,Ejecutivo,No Definido,CO1.BDOS.4346827,CO1.PCCNTR.4910851,PS2023142,Activo,V1.80111600,Prestación de servicios profesionales especializados para apoyar desde el componente financiero los proyectos gestionados por la AGENCIA APP especialmente en el proyecto Cárcel metropolitana,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,09/01/2023,,,Como acordado previamente,Cédula de Ciudadanía,79248863,Sergio Orlando Cardenas Yanes,No,No,No,No,No,No,No,"40,000,000",0,0,"40,000,000",0,0,0,"40,000,000",Válido,No Definido,N/D,"40,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353806&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Sergio Cardenas Yanes,Colombiano,Cédula de Ciudadanía,79248863,Hombre,0,0,0,0,0,"40,000,000",04/28/2023 12:00:00 AM,700098056,,,715124798,Prestación de servicios profesionales especializados para apoyar desde el componente financiero los proyectos gestionados por la AGENCIA APP especialmente en el proyecto Cárcel metropolitana
MUNICIPIO DE TOCANCIPA,"899,999,428",Cundinamarca,Tocancipá,"Colombia,  Cundinamarca ,  Tocancipá",Territorial,No aplica/No pertenece,Ejecutivo,Descentralizada,CO1.BDOS.4347001,CO1.PCCNTR.4908372,CTO 447 MT 2023,Activo,V1.85121608,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO Y SEGUIMIENTO PSICOSOCIAL A LOS USUARIOS DEL PROGRAMA MUJER Y EQUIDAD DE GÉNERO A CARGO DE LA SECRETARÍA DE DESARROLLO E INTEGRACIÓN SOCIAL DEL MUNICIPIO DE TOCANCIPÁ,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/11/2023,,,No Definido,Cédula de Ciudadanía,1077089814,Karen Gisele Galvis Osorio,No,No,No,No,No,No,No,"20,259,345",0,0,"20,259,345",0,0,0,"20,259,345",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4350437&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Karen Gisele Galvis Osorio,Colombiana,Cédula de Ciudadanía,1077089814,Mujer,0,0,0,"20,259,345",0,0,04/28/2023 12:00:00 AM,705044196,,,721394757,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO Y SEGUIMIENTO PSICOSOCIAL A LOS USUARIOS DEL PROGRAMA MUJER Y EQUIDAD DE GÉNERO A CARGO DE LA SECRETARÍA DE DESARROLLO E INTEGRACIÓN SOCIAL DEL MUNICIPIO DE TOCANCIPÁ
INSTITUTO DEPARTAMENTAL DE SALUD DE NARIÑO,"891,280,001",Nariño,No Definido,"Colombia,  Nariño",Territorial,Salud y Protección Social,Ejecutivo,Descentralizada,CO1.BDOS.4310676,CO1.PCCNTR.4881380,2023000348,Activo,V1.90101600,la Secretaria General  Oficina de Apoyo Logístico tiene como propósito principal dirigir coordinar controlar y evaluar las actividades y servicios de carácter administrativo  gestionando y organizando la prestación de los servicios de atención y recepción para todo tipo de eventos en el municipio de,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,12/31/2023,,,No Definido,No Definido,891200373,PROMOTORA DE TURISMO DE NARIÑO LIMITADA TURNARIÑO LIMITADA,No,No,No,No,No,No,No,"219,852,021",0,0,"219,852,021",0,0,0,"219,852,021",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4314220&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,"219,852,021",0,0,04/28/2023 12:00:00 AM,702832809,,,707232302,El la Contratista se obligará con el Instituto Departamental de Salud de Nariño a prestar los servicios  de operación logística en  atención y recepción para todo tipo de eventos como foros conferencias juntas y talleres  auditorios con ayudas audiovisual como también prestar el servicio de  alimentación  refrigerios almuerzos y hospedaje  cuando se requiera servicio que se prestara en los Municipios del Departamento de Nariño o donde se presente la necesidad  en desarrollo y cumplim
CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO  NARE,"890,985,138",Antioquia,El Santuario,"Colombia,  Antioquia ,  El Santuario",Nacional,Ambiente y Desarrollo Sostenible,Corporación Autónoma,Centralizada,CO1.BDOS.4218667,CO1.PCCNTR.4881944,MC 176-2023,Activo,V1.41114401,SUMINISTRO DE UN ANEMÓMETRO PORTÁTIL MULTIPARÁMETRO PARA APOYAR LAS MEDICIONES DE RUIDO DE CORNARE,Suministros,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,,06/19/2023,,,No Definido,No Definido,900255743,Higielectronix SAS,No,No,No,No,No,No,No,"8,500,000",0,0,"8,500,000",0,0,0,"8,500,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4222160&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,EDGAR ALEXANDER GARCIA SUAREZ,COLOMBIANA,Sin Descripcion,79969031,No Definido,0,0,0,0,0,"8,500,000",04/28/2023 12:00:00 AM,703915793,,,702390386,SUMINISTRO DE UN ANEMÓMETRO PORTÁTIL MULTIPARÁMETRO PARA APOYAR LAS MEDICIONES DE RUIDO DE CORNARE
CORPORACION AUTONOMA REGIONAL DE RISARALDA,"891,410,354",Risaralda,Pereira,"Colombia,  Risaralda ,  Pereira",Corporación Autónoma,Ambiente y Desarrollo Sostenible,Corporación Autónoma,Centralizada,CO1.BDOS.4299866,CO1.PCCNTR.4881894,CO1.PCCNTR.4881894,Activo,V1.81112200,Prestar los servicios de apoyo a la operación técnica y administrativa del Subproceso de Tecnologías de la Información de la CARDER con énfasis en el acompañamiento técnico la Mesa de Servicios de TI y a la gestión relacionada con los casos registrados,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/20/2023,,,Como acordado previamente,Cédula de Ciudadanía,1088028013,Erika Johanna Bocanegra Castaño,No,No,No,No,No,No,No,"10,470,000",0,0,"10,470,000",0,0,0,"10,470,000",Válido,No Definido,N/D,"10,470,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4315021&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Erika Johanna Bocanegra Castaño,Colombiana,Cédula de Ciudadanía,1088028013,Mujer,0,0,0,0,0,"10,470,000",04/28/2023 12:00:00 AM,702481052,,,711709519,Prestar los servicios de apoyo a la operación técnica y administrativa del Subproceso de Tecnologías de la Información de la CARDER con énfasis en el acompañamiento técnico la Mesa de Servicios de TI y a la gestión relacionada con los casos registrados
INSTITUTO NACIONAL DE VIAS,"800,215,807",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Transporte,Ejecutivo,Centralizada,CO1.BDOS.4348016,CO1.PCCNTR.4909938,1240 DE 2023,Activo,V1.80111701,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA ATENDER ASUNTOS DE LOS PROGRAMAS PROYECTOS CONTRATOS YO CONVENIOS A CARGO DEL INVIAS,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/31/2023,,,A convenir,Cédula de Ciudadanía,79883143,EDWIN COLMENARES GAMBOA,No,No,No,No,No,No,No,"35,500,000",0,0,"35,500,000",0,0,0,"35,500,000",Válido,No Definido,N/D,"2,565,540,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352460&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,EDWIN COLMENARES GAMBOA,COLOMBIANA,Sin Descripcion,79883143,No Definido,"35,500,000",0,0,0,0,0,04/28/2023 12:00:00 AM,700676059,,,706394624,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA ATENDER ASUNTOS DE LOS PROGRAMAS PROYECTOS CONTRATOS YO CONVENIOS A CARGO DEL INVIAS
MUNICIPIO DE SABANETA,"890,980,331",Antioquia,Sabaneta,"Colombia,  Antioquia ,  Sabaneta",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4281133,CO1.PCCNTR.4904794,SAB-01-2120-23,Activo,V1.80111600,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO AL PROGRAMA DE ATENCIÓN INTEGRAL A LA POBLACIÓN ADULTA MAYOR VULNERABLE DEL MUNICIPIO DE SABANETA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/15/2023,,,Como acordado previamente,Cédula de Ciudadanía,71702782,Angel Nicolas Giraldo Ramirez,No,No,No,No,No,No,No,"21,483,000",0,0,"21,483,000",0,0,0,"21,483,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4344389&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Angel Nicolas Giraldo Ramirez,Colombiana,Cédula de Ciudadanía,71702782,Hombre,0,0,0,"21,483,000",0,0,04/28/2023 12:00:00 AM,702585365,,,719443509,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO AL PROGRAMA DE ATENCIÓN INTEGRAL A LA POBLACIÓN ADULTA MAYOR VULNERABLE DEL MUNICIPIO DE SABANETA
ALCALDIA DE AGUACHICA,"800,096,561",Cesar,Aguachica,"Colombia,  Cesar ,  Aguachica",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4339169,CO1.PCCNTR.4911515,MC-06-2023,En ejecución,V1.80111623,APOYO LOGISTICO PARA EL SERVICIO DE PROTECCION PARA EL RESTABLECIMIENTO DE DERECHOS DE LOS NIÑOS NIÑAS Y ADOLESCENTES A TRAVES DE CAMPAÑAS DE PROMOCION Y PREVENCION EN EL MUNICIPIO DE AGUACHICA,Prestación de servicios,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,04/28/2023,05/08/2023,,,No Definido,Cédula de Ciudadanía,1065882113,Wilson Quintero Perez,No,Si,No,No,No,No,No,"32,000,000",0,0,"32,000,000",0,0,0,"32,000,000",Válido,No Definido,N/D,"32,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4342686&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,wilson quintero perez,colombiano,Cédula de Ciudadanía,1065882113,Hombre,0,0,0,"32,000,000",0,0,04/28/2023 12:00:00 AM,700575061,,,713195949,APOYO LOGISTICO PARA EL SERVICIO DE PROTECCION PARA EL RESTABLECIMIENTO DE DERECHOS DE LOS NIÑOS NIÑAS Y ADOLESCENTES A TRAVES DE CAMPAÑAS DE PROMOCION Y PREVENCION EN EL MUNICIPIO DE AGUACHICA
INSTITUTO NACIONAL PARA CIEGOS,"860,015,971",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4350552,CO1.PCCNTR.4911601,056 - 2023,Activo,V1.80111600,Por lo anterior es necesario que en el año 2023 se brinde asistencia técnica a veinticuatro 24 entidades territoriales certificadas en educación de acuerdo con lo estipulado en el Decreto 1421 de 2017 con el fin de promover las trayectorias completas de los estudiantes con discapacidad visual en los,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/31/2023,,,No Definido,Cédula de Ciudadanía,1030591773,Maryury Gómez Avila,No,No,No,No,No,No,No,"26,434,324",0,0,"26,434,324",0,0,0,"26,434,324",Válido,No Definido,N/D,"26,434,324",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354049&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Maryury Gómez Avila,colombiana,Sin Descripcion,1030591773,No Definido,"26,434,324",0,0,0,0,0,04/28/2023 12:00:00 AM,701129140,,,708980370,Prestación de servicios profesionales para la atención educativa de los estudiantes con discapacidad visual brindando asistencia técnica en actividades de asesoría acompañamiento y seguimiento a las entidades territoriales certificadas ETC y a las Instituciones educativas que atienden a esta población
CONTRALORIA DE BOGOTA,"800,245,133",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,No aplica/No pertenece,Corporación Autónoma,Descentralizada,CO1.BDOS.4340737,CO1.PCCNTR.4910241,460-2023,Activo,V1.80161500,Prestación de los servicios profesionales para apoyar el Proceso de Vigilancia y Control a la Gestión Fiscal de la Dirección de Fiscalización Sector Salud en cumplimiento al Plan de Auditoría Distrital  PAD Y demás actuaciones fiscales que se realicen por parte de la Dirección Sectorial en el marco,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,07/27/2023,,,Como acordado previamente,Cédula de Ciudadanía,52973797,CIELO ANDREA RAMOS BAEZ,No,No,No,No,No,No,No,"15,000,000",0,0,"15,000,000",0,0,0,"15,000,000",Válido,No Definido,N/D,"15,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352457&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,cielo andrea ramos baez,colombiana,Cédula de Ciudadanía,52973797,Mujer,0,0,0,0,0,"15,000,000",04/28/2023 12:00:00 AM,702516691,,,716865779,Prestación de los servicios profesionales para apoyar el Proceso de Vigilancia y Control a la Gestión Fiscal de la Dirección de Fiscalización Sector Salud en cumplimiento al Plan de Auditoría Distrital  PAD Y demás actuaciones fiscales que se realicenpor parte de la Dirección Sectorial en el marco del proyecto de inversión 7627 Meta 7
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4349171,CO1.PCCNTR.4910265,CO1.PCCNTR.4910265,Activo,V1.80111600,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,86010541,JUAN GUILLERMO SUAREZ GAVIRIA,No,No,No,No,No,No,No,"24,341,676",0,0,"24,341,676",0,0,0,"24,341,676",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352651&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,JUAN GUILLERMO SUAREZ GAVIRIA,COLOMBIANO,Cédula de Ciudadanía,86010541,Hombre,0,0,0,"24,341,676",0,0,04/28/2023 12:00:00 AM,712721034,,,716725064,
ALCALDIA LOCAL DE USME,"899,999,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4344837,CO1.PCCNTR.4907455,481-2023 CPS-AG (89184),Activo,V1.80111600,PRESTAR LOS SERVICIOS ASISTENCIALES PARA EL FORTALECIMIENTO A LA GESTIÓN LOCAL DE PROCESOS INSTITUCIONALES,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/01/2023,,,No Definido,Cédula de Ciudadanía,53005954,Yenni Carolina Salazar Tautiva,No,No,No,No,No,No,No,"16,800,000",0,0,"16,800,000",0,0,0,"16,800,000",Válido,No Definido,N/D,"67,200,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349174&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Yenni Carolina Salazar Tautiva,COLOMBIANA,Cédula de Ciudadanía,53005954,Mujer,0,0,0,0,0,"16,800,000",04/28/2023 12:00:00 AM,702234303,,,721606523,PRESTAR LOS SERVICIOS ASISTENCIALES PARA EL FORTALECIMIENTO A LA GESTIÓN LOCAL DE PROCESOS INSTITUCIONALES
AGENCIA DE DESARROLLO RURAL,"900,948,958",Distrito Capital de Bogotá,No Definido,"Colombia, Bogotá, Bogotá",Nacional,agricultura,Ejecutivo,Descentralizada,CO1.BDOS.4340575,CO1.PCCNTR.4904064,7872023,Activo,V1.80111600,Prestar sus servicios profesionales a la Agencia de Desarrollo Rural con plena autonomía técnica y administrativa en la coordinación gestión y desarrollo de acciones de cooperación internacional con organismos bilaterales multilaterales y sector privado atendiendo los lineamientos impartidos por el,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/31/2023,,,No Definido,Cédula de Ciudadanía,52995940,Paula Andrea Vinchery Durán,No,No,No,No,No,No,No,"69,912,000",0,0,"69,912,000",0,0,0,"69,912,000",Válido,No Definido,N/D,"69,912,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4344918&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Paula Andrea Vinchery Duran,colombiana,Cédula de Ciudadanía,52995940,Mujer,"69,912,000",0,0,0,0,0,04/28/2023 12:00:00 AM,701551798,,,715418083,Prestar sus servicios profesionales a la Agencia de Desarrollo Rural con plena autonomía técnica y administrativa en la coordinación gestión y desarrollo de acciones de cooperación internacional con organismos bilaterales multilaterales y sector privado atendiendo los lineamientos impartidos por el Ministerio de Agricultura y Desarrollo Rural y la Agencia Presidencial de Cooperación Internacional APC  Colombia
